fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;cvli;roubo_rua;registro_ocorrencias;fase 
3301603;Duas Barras;2020;5;2020m05;Interior;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;6;0;0;0;1;3;2;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;24;3
3301702;Duque de Caxias;2020;5;2020m05;Baixada Fluminense;11;0;1;6;18;17;115;12;10;41;11;2;168;59;158;34;0;2;40;0;3;0;74;551;86;17;2;8;1;88;202;0;5;0;123;16;3;13;0;108;65;4;42;0;93;8;0;0;0;0;12;232;1555;3
3301801;Engenheiro Paulo de Frontin;2020;5;2020m05;Interior;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;3;0;0;0;0;6;6;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;21;3
3301850;Guapimirim;2020;5;2020m05;Baixada Fluminense;1;0;0;0;1;0;6;3;0;0;1;0;2;0;1;0;0;0;1;0;0;0;2;7;1;0;0;0;0;6;7;0;0;0;5;10;1;8;1;0;7;2;1;0;12;0;0;0;0;0;1;2;73;3
3301876;Iguaba Grande;2020;5;2020m05;Interior;0;0;0;0;0;0;7;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;4;0;0;0;2;0;7;9;0;0;0;4;2;0;2;0;0;3;0;0;0;4;0;0;0;0;0;0;1;40;3
3301900;Itaboraí;2020;5;2020m05;Interior;4;0;0;3;7;6;26;11;8;15;8;2;21;2;19;0;0;0;12;0;0;0;5;69;14;0;0;1;0;31;46;0;0;0;9;13;0;12;1;8;34;6;13;0;15;4;0;0;0;0;4;31;253;3
3302007;Itaguaí;2020;5;2020m05;Baixada Fluminense;7;0;0;1;8;3;18;8;1;0;0;0;5;0;10;0;0;0;2;0;0;0;3;20;2;1;0;2;1;7;13;0;1;0;7;10;0;9;1;3;22;3;4;0;16;2;1;2;0;0;7;12;148;3
3302056;Italva;2020;5;2020m05;Interior;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;0;0;0;1;7;6;1;1;1;0;0;1;0;6;0;0;0;0;0;0;0;29;3
3302106;Itaocara;2020;5;2020m05;Interior;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;24;3
3302205;Itaperuna;2020;5;2020m05;Interior;1;0;0;1;2;0;16;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;9;11;0;0;0;10;87;69;19;1;6;37;0;3;0;16;0;0;0;0;0;1;0;209;3
3302254;Itatiaia;2020;5;2020m05;Interior;2;0;0;1;3;6;4;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;8;9;0;0;0;3;7;0;7;0;0;13;4;2;0;7;0;0;0;0;0;2;0;57;3
3302270;Japeri;2020;5;2020m05;Baixada Fluminense;0;0;0;3;3;2;7;0;0;1;1;0;9;0;7;1;0;0;5;0;0;0;8;31;1;1;1;1;0;23;27;0;0;0;8;3;0;3;0;4;9;1;3;0;7;1;0;0;0;0;0;13;142;3
3302304;Laje do Muriaé;2020;5;2020m05;Interior;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;4;2;1;1;0;3;0;0;0;2;0;0;0;0;0;0;0;11;3
3302403;Macaé;2020;5;2020m05;Interior;9;0;0;2;11;20;26;3;5;3;5;1;5;1;16;2;0;0;8;0;1;0;9;48;6;7;0;2;1;31;47;0;1;0;46;15;1;12;2;4;39;0;6;0;24;3;0;0;0;0;9;26;342;3
3302452;Macuco;2020;5;2020m05;Interior;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;11;3
3302502;Magé;2020;5;2020m05;Baixada Fluminense;3;0;0;4;7;7;35;4;5;10;1;1;7;0;14;1;0;0;12;1;2;0;3;42;12;3;2;0;0;21;38;0;1;0;20;7;1;6;0;6;20;3;8;0;30;1;0;0;0;0;3;27;289;3
3302601;Mangaratiba;2020;5;2020m05;Interior;1;0;0;0;1;1;9;0;1;5;0;0;2;0;0;0;0;0;0;0;0;0;1;3;0;0;0;2;0;8;10;0;0;0;4;5;3;3;0;0;9;0;6;0;15;0;1;0;0;0;1;0;83;3
3302700;Maricá;2020;5;2020m05;Grande Niterói;7;0;0;0;7;3;27;5;1;8;0;2;7;0;18;0;0;0;4;0;0;0;4;35;14;13;0;0;1;45;73;0;0;0;37;9;2;7;0;6;18;1;5;0;30;3;0;0;0;0;7;22;364;3
3302809;Mendes;2020;5;2020m05;Interior;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;7;1;0;0;1;0;0;0;6;0;0;0;0;0;0;0;42;3
3302858;Mesquita;2020;5;2020m05;Baixada Fluminense;0;0;0;2;2;0;37;4;0;9;3;0;13;11;58;7;0;0;36;0;0;0;4;132;15;9;1;5;1;19;50;0;0;0;32;7;1;6;0;10;21;0;2;0;39;0;0;0;0;0;0;101;426;3
3302908;Miguel Pereira;2020;5;2020m05;Interior;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;2;4;0;0;0;1;12;9;2;2;0;5;0;1;0;4;1;0;0;0;0;0;1;63;3
3303005;Miracema;2020;5;2020m05;Interior;0;0;0;0;0;0;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;30;15;14;1;0;15;1;2;0;5;0;0;0;0;0;0;0;83;3
3303104;Natividade;2020;5;2020m05;Interior;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;2;8;7;2;0;1;9;0;0;0;4;0;0;0;0;0;0;0;36;3
3303203;Nilópolis;2020;5;2020m05;Baixada Fluminense;2;0;0;1;3;0;43;2;0;3;4;0;35;7;46;2;0;0;35;0;3;1;38;171;12;1;0;0;0;34;47;0;0;0;66;0;0;0;0;4;10;2;0;0;28;1;0;0;0;0;2;83;468;3
3303302;Niterói;2020;5;2020m05;Grande Niterói;3;0;0;7;10;15;69;8;4;54;4;2;38;2;61;4;0;0;19;0;2;0;20;152;33;9;0;10;7;167;226;0;3;0;135;45;10;33;2;19;69;9;38;0;66;3;0;0;0;0;3;84;1083;3
3303401;Nova Friburgo;2020;5;2020m05;Interior;0;0;0;0;0;0;46;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;14;0;0;0;4;38;8;25;5;4;34;6;5;0;23;2;0;0;0;0;0;0;173;3
3303500;Nova Iguaçu;2020;5;2020m05;Baixada Fluminense;20;0;1;3;24;18;147;14;7;22;9;2;85;20;85;24;0;0;25;0;1;0;40;291;59;6;0;1;1;60;127;0;2;0;42;12;7;4;1;23;66;4;32;0;98;9;0;0;0;0;21;134;1076;3
3303609;Paracambi;2020;5;2020m05;Baixada Fluminense;0;0;0;0;0;2;12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;1;3;0;0;0;0;11;5;5;1;0;7;2;25;2;7;0;0;0;0;0;0;0;69;3
3303708;Paraíba do Sul;2020;5;2020m05;Interior;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3;4;0;1;0;6;16;7;9;0;0;10;0;11;0;7;0;0;0;0;0;0;1;70;3
3303807;Paraty;2020;5;2020m05;Interior;3;0;0;0;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;3;0;0;0;2;17;2;12;3;2;27;2;4;1;10;1;0;0;0;0;3;0;71;3
3303856;Paty do Alferes;2020;5;2020m05;Interior;1;0;0;0;1;0;8;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;3;5;4;1;0;0;4;0;0;0;11;0;0;0;0;0;1;0;59;3
3303906;Petrópolis;2020;5;2020m05;Interior;1;0;0;0;1;2;38;7;2;10;0;0;0;2;2;0;0;0;1;0;0;0;0;5;7;3;2;2;0;55;69;0;4;0;26;70;23;36;12;5;57;8;16;0;33;1;0;0;0;0;1;3;394;3
3303955;Pinheiral;2020;5;2020m05;Interior;0;0;0;0;0;0;9;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;5;5;0;0;0;0;8;4;5;0;1;13;1;4;0;3;0;0;0;0;0;0;1;52;3
3304003;Piraí;2020;5;2020m05;Interior;1;0;0;0;1;0;5;2;1;2;0;0;0;2;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;8;8;0;0;0;1;42;35;6;1;0;9;3;1;0;8;0;0;0;0;0;1;0;99;3
3304102;Porciúncula;2020;5;2020m05;Interior;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;30;15;15;0;0;10;0;0;0;7;0;0;0;0;0;0;0;59;3
3304110;Porto Real;2020;5;2020m05;Interior;2;0;0;1;3;0;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;8;1;4;3;0;4;3;0;0;0;0;0;0;0;0;2;0;26;3
3304128;Quatis;2020;5;2020m05;Interior;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7;3
3304144;Queimados;2020;5;2020m05;Baixada Fluminense;5;0;0;3;8;5;21;4;0;1;2;1;1;0;11;4;0;0;5;0;0;0;4;28;4;0;0;4;0;16;24;0;0;0;18;7;0;6;1;3;16;2;3;0;20;3;0;0;0;0;5;20;215;3
3304151;Quissamã;2020;5;2020m05;Interior;2;0;0;0;2;3;8;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;3;0;0;0;0;5;0;5;0;0;7;1;1;0;3;0;0;0;0;0;2;0;43;3
3304201;Resende;2020;5;2020m05;Interior;3;0;0;0;3;5;25;1;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;4;0;1;1;2;0;30;34;0;3;0;52;19;5;14;0;5;28;2;3;0;29;1;0;0;0;0;3;1;273;3
3304300;Rio Bonito;2020;5;2020m05;Interior;1;0;0;0;1;0;0;0;2;6;0;0;1;0;2;0;0;0;0;0;0;0;1;4;6;0;0;0;0;7;13;0;0;0;6;8;0;6;2;5;6;1;3;0;5;2;0;0;0;0;1;2;85;3
3304409;Rio Claro;2020;5;2020m05;Interior;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;4;0;0;0;2;1;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;25;3
3304508;Rio das Flores;2020;5;2020m05;Interior;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;23;3
3304524;Rio das Ostras;2020;5;2020m05;Interior;2;0;0;0;2;1;34;4;0;7;0;1;7;0;23;0;0;0;15;0;2;0;17;65;13;0;0;2;0;54;69;0;1;0;47;27;5;25;0;1;48;12;30;0;46;0;0;0;0;0;2;38;464;3
3304557;Rio de Janeiro;2020;5;2020m05;Capital;92;0;2;45;139;82;876;85;34;258;84;14;823;201;1323;222;2;4;475;0;23;4;572;3747;421;158;92;228;61;2669;3629;0;46;7;2143;216;74;119;24;498;600;80;226;1;813;94;10;0;0;1;94;2020;16881;3
3304607;Santa Maria Madalena;2020;5;2020m05;Interior;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;15;3
3304706;Santo Antônio de Pádua;2020;5;2020m05;Interior;3;0;0;0;3;1;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;8;0;0;0;1;20;5;13;2;0;20;5;0;0;15;0;0;0;0;0;3;0;74;3
3304755;São Francisco de Itabapoana;2020;5;2020m05;Interior;1;0;0;0;1;0;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5;0;0;0;1;12;4;7;1;1;9;0;1;0;2;0;0;0;0;0;1;0;47;3
3304805;São Fidélis;2020;5;2020m05;Interior;0;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;0;0;0;3;29;12;13;5;1;13;2;1;0;8;0;0;0;0;0;0;0;74;3
3304904;São Gonçalo;2020;5;2020m05;Grande Niterói;13;0;0;26;39;12;86;8;7;21;11;4;134;72;282;51;0;0;58;1;4;0;193;810;40;10;1;8;1;165;225;0;2;0;191;29;1;28;0;75;63;9;13;0;89;9;0;0;0;0;13;391;1938;3
3305000;São João da Barra;2020;5;2020m05;Interior;1;0;0;0;1;0;8;3;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;16;17;0;2;0;11;13;5;5;3;2;11;4;6;0;5;0;1;1;0;0;1;1;89;3
3305109;São João de Meriti;2020;5;2020m05;Baixada Fluminense;4;0;0;6;10;10;74;5;1;11;7;0;79;47;125;60;0;1;66;0;3;0;109;497;30;1;0;10;0;66;107;0;2;0;53;18;3;15;0;49;51;7;8;0;61;4;0;0;0;0;4;251;1155;3
3305133;São José de Ubá;2020;5;2020m05;Interior;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;5;3
3305158;São José do Vale do Rio Preto;2020;5;2020m05;Interior;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;4;4;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;31;3
3305208;São Pedro da Aldeia;2020;5;2020m05;Interior;3;0;0;1;4;0;8;0;2;9;0;0;1;0;9;1;0;0;6;0;0;0;5;22;4;0;1;2;2;23;32;0;0;0;15;12;3;7;2;2;19;4;4;0;15;0;0;0;0;0;3;16;134;3
3305307;São Sebastião do Alto;2020;5;2020m05;Interior;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;6;3
3305406;Sapucaia;2020;5;2020m05;Interior;0;0;0;0;0;0;4;1;2;3;0;1;1;0;0;0;0;0;0;0;0;0;2;4;0;0;0;1;0;10;11;0;0;0;0;0;0;0;0;1;1;1;0;0;5;0;0;0;0;0;0;0;45;3
3305505;Saquarema;2020;5;2020m05;Interior;4;0;0;1;5;2;18;3;0;0;1;0;1;0;5;0;0;0;1;0;0;0;1;9;4;1;0;1;0;14;20;0;0;0;12;9;3;6;0;2;13;0;2;0;20;3;0;0;0;0;4;6;168;3
3305554;Seropédica;2020;5;2020m05;Baixada Fluminense;0;0;0;0;0;1;17;1;2;7;1;0;3;5;10;0;0;0;4;0;0;0;4;27;2;1;0;4;0;8;15;0;0;0;10;2;1;2;0;7;8;0;2;1;22;1;0;0;0;0;0;14;148;3
3305604;Silva Jardim;2020;5;2020m05;Interior;2;0;0;0;2;0;7;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;3;6;0;0;0;2;8;2;4;2;0;8;1;1;0;5;0;0;0;0;0;2;0;45;3
3305703;Sumidouro;2020;5;2020m05;Interior;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;3;4;4;0;0;0;2;0;1;0;5;0;0;0;0;0;0;0;27;3
3305752;Tanguá;2020;5;2020m05;Interior;0;0;0;0;0;1;3;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;6;8;0;0;0;0;2;1;0;1;3;1;0;0;0;3;0;1;0;0;0;0;1;33;3
3305802;Teresópolis;2020;5;2020m05;Interior;2;0;0;0;2;2;34;3;0;18;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;31;31;0;0;0;24;42;10;37;0;1;48;8;11;0;53;0;0;0;0;0;2;0;358;3
3305901;Trajano de Moraes;2020;5;2020m05;Interior;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;10;3
3306008;Três Rios;2020;5;2020m05;Interior;0;0;0;0;0;3;24;0;0;0;1;2;2;0;1;1;0;0;0;0;0;0;1;8;2;0;0;2;0;16;20;0;0;0;13;43;13;29;4;6;50;9;8;0;21;0;0;0;0;0;0;2;198;3
3306107;Valença;2020;5;2020m05;Interior;0;0;0;0;0;3;21;2;2;4;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;6;8;0;0;0;9;25;13;10;2;0;12;1;3;0;17;0;0;0;0;0;0;0;121;3
3306156;Varre-Sai;2020;5;2020m05;Interior;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;1;0;0;3;0;1;0;3;0;0;0;0;0;0;0;13;3
3306206;Vassouras;2020;5;2020m05;Interior;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;1;12;6;6;0;0;8;2;0;0;7;0;0;0;0;0;0;0;43;3
3306305;Volta Redonda;2020;5;2020m05;Interior;10;0;0;1;11;13;45;2;3;21;3;1;3;1;11;0;0;0;8;0;0;0;4;31;17;0;0;5;1;61;84;0;3;0;75;27;2;27;0;9;56;14;13;0;47;6;0;0;0;0;10;19;560;3
3300100;Angra dos Reis;2020;6;2020m06;Interior;1;0;0;5;6;10;43;6;2;14;2;1;2;3;7;0;0;0;1;0;1;0;3;20;0;0;0;2;0;20;22;0;0;0;24;30;7;23;2;2;27;4;6;0;31;1;0;0;0;0;1;8;278;3
3300159;Aperibé;2020;6;2020m06;Interior;0;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3
3300209;Araruama;2020;6;2020m06;Interior;2;0;0;1;3;7;30;2;2;10;0;0;8;2;5;0;0;0;2;0;0;0;5;22;8;1;1;7;1;44;62;0;1;0;22;22;3;16;4;5;20;1;5;0;25;2;0;0;0;0;2;7;291;3
3300225;Areal;2020;6;2020m06;Interior;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;1;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;16;3
3300233;Armação dos Búzios;2020;6;2020m06;Interior;0;0;0;0;0;1;9;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;1;0;11;13;0;0;0;12;3;1;2;0;0;8;1;5;0;13;1;0;0;0;0;0;2;112;3
3300258;Arraial do Cabo;2020;6;2020m06;Interior;0;0;0;0;0;3;5;3;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;3;1;2;0;2;0;4;9;0;0;0;8;9;1;9;0;1;9;3;1;0;10;0;0;0;0;0;0;2;76;3
3300308;Barra do Piraí;2020;6;2020m06;Interior;4;0;0;1;5;5;19;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;6;0;0;0;6;52;29;18;5;1;17;3;2;0;25;2;1;0;0;0;4;0;154;3
3300407;Barra Mansa;2020;6;2020m06;Interior;5;0;0;6;11;17;31;5;1;1;0;0;0;1;6;0;0;0;1;0;0;0;1;9;7;0;0;1;1;22;31;0;0;0;9;20;0;19;1;8;25;11;5;0;34;2;0;0;0;0;5;7;288;3
3300456;Belford Roxo;2020;6;2020m06;Baixada Fluminense;13;0;0;2;15;4;79;13;1;11;2;0;131;19;112;21;0;0;72;0;1;0;23;381;38;3;1;10;0;42;94;0;4;1;91;2;0;1;1;58;23;3;11;0;94;10;0;0;1;0;13;205;1060;3
3300506;Bom Jardim;2020;6;2020m06;Interior;1;0;0;0;1;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;3;2;0;2;0;0;2;0;2;0;11;0;0;0;0;0;1;0;51;3
3300605;Bom Jesus do Itabapoana;2020;6;2020m06;Interior;0;0;0;0;0;0;8;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;5;7;0;0;0;3;12;8;4;0;1;4;0;3;0;8;0;0;0;0;0;0;0;68;3
3300704;Cabo Frio;2020;6;2020m06;Interior;9;0;0;2;11;4;32;9;3;16;1;1;6;2;13;1;0;0;9;0;0;1;13;47;10;1;0;7;2;92;112;0;2;0;62;56;7;50;2;5;72;19;19;0;48;0;2;0;0;0;9;23;563;3
3300803;Cachoeiras de Macacu;2020;6;2020m06;Interior;2;0;0;0;2;3;13;1;2;3;0;1;0;0;5;0;0;0;1;0;0;0;1;8;3;0;0;0;0;8;11;0;0;0;12;5;0;5;0;0;6;6;2;0;9;0;0;0;0;0;2;6;80;3
3300902;Cambuci;2020;6;2020m06;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;0;1;0;2;0;4;0;0;0;0;0;0;0;22;3
3300936;Carapebus;2020;6;2020m06;Interior;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;2;1;0;1;0;0;3;1;0;0;1;0;0;0;0;0;0;0;17;3
3300951;Comendador Levy Gasparian;2020;6;2020m06;Interior;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;4;0;0;0;1;0;0;0;0;0;0;0;12;3
3301009;Campos dos Goytacazes;2020;6;2020m06;Interior;14;0;0;0;14;10;55;2;3;35;1;0;9;1;23;0;0;0;5;0;0;0;2;41;18;1;0;2;2;94;117;0;1;0;68;83;11;57;16;8;112;19;28;2;64;3;0;0;0;0;14;28;680;3
3301108;Cantagalo;2020;6;2020m06;Interior;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;8;3;5;0;0;2;0;0;0;10;0;0;0;0;0;0;0;52;3
3301157;Cardoso Moreira;2020;6;2020m06;Interior;0;0;0;0;0;0;4;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;5;3;2;0;0;1;0;0;0;3;0;0;0;0;0;0;0;17;3
3301207;Carmo;2020;6;2020m06;Interior;0;0;0;0;0;1;10;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;19;15;3;1;0;5;0;1;0;3;0;0;0;0;0;0;0;59;3
3301306;Casimiro de Abreu;2020;6;2020m06;Interior;2;0;0;0;2;2;7;1;2;6;0;0;1;0;2;0;0;0;0;0;0;0;1;4;0;0;0;1;0;12;13;0;0;0;5;9;2;7;1;0;11;2;3;0;10;0;0;0;0;0;2;2;82;3
3301405;Conceição de Macabu;2020;6;2020m06;Interior;2;0;0;0;2;0;9;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;1;2;0;2;0;0;1;1;2;0;3;0;0;0;0;0;2;1;35;3
3301504;Cordeiro;2020;6;2020m06;Interior;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;10;8;3;5;1;0;3;0;1;0;10;0;0;0;0;0;0;0;52;3
3301603;Duas Barras;2020;6;2020m06;Interior;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;26;3
3301702;Duque de Caxias;2020;6;2020m06;Baixada Fluminense;21;0;1;1;23;4;154;21;8;35;11;0;226;65;269;34;0;0;64;0;1;0;64;734;57;27;5;12;0;109;210;0;3;0;132;12;6;6;0;117;96;9;21;0;119;17;1;0;0;0;22;367;1873;3
3301801;Engenheiro Paulo de Frontin;2020;6;2020m06;Interior;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;1;0;0;1;0;3;0;2;0;0;0;0;0;0;0;29;3
3301850;Guapimirim;2020;6;2020m06;Baixada Fluminense;1;0;0;0;1;0;13;1;0;3;0;0;5;0;1;0;0;0;1;0;0;0;2;9;2;1;0;0;0;14;17;0;1;0;7;5;1;4;0;1;5;0;1;0;7;2;0;0;0;0;1;2;105;3
3301876;Iguaba Grande;2020;6;2020m06;Interior;0;0;0;0;0;0;9;0;0;7;0;0;0;0;5;0;0;0;3;0;0;0;2;10;2;0;0;0;0;5;7;0;1;0;5;1;1;0;0;0;1;0;2;0;9;0;0;0;0;0;0;8;73;3
3301900;Itaboraí;2020;6;2020m06;Interior;5;0;0;1;6;0;45;7;6;11;4;2;28;3;27;0;0;0;19;0;0;0;6;89;17;1;0;2;1;34;55;0;3;0;32;9;1;8;0;13;18;0;7;0;24;7;0;0;0;0;5;46;348;3
3302007;Itaguaí;2020;6;2020m06;Baixada Fluminense;5;0;0;0;5;3;23;3;0;1;1;0;8;1;11;0;0;0;3;0;0;0;3;27;4;1;0;2;0;48;55;0;0;0;18;1;0;1;0;2;11;1;2;0;12;3;1;0;0;0;5;14;198;3
3302056;Italva;2020;6;2020m06;Interior;0;0;0;0;0;0;6;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;2;1;0;0;4;1;1;0;3;0;0;0;0;0;0;0;23;3
